res_id,name,establishment,url,address,city,city_id,locality,latitude,longitude,zipcode,country_id,locality_verbose,cuisines,timings,average_cost_for_two,price_range,currency,highlights,aggregate_rating,rating_text,votes,photo_count,opentable_support,delivery,takeaway
3400299,Bikanervala,['Quick Bites'],https://www.zomato.com/agra/bikanervala-khandari?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Kalyani Point, Near Tulsi Cinema, Bypass Road, Khandari, Agra",Agra,34,Khandari,27.21145,78.00238056,,1,"Khandari, Agra","North Indian, South Indian, Mithai, Street Food, Desserts",8:30am – 10:30pm (Mon-Sun),700,2,Rs.,"['Lunch', 'Takeaway Available', 'Credit Card', 'Dinner', 'Cash', 'Air Conditioned', 'Indoor Seating', 'Pure Veg']",4.4,Very Good,814,154,0,-1,-1
3400005,Mama Chicken Mama Franky House,['Quick Bites'],https://www.zomato.com/agra/mama-chicken-mama-franky-house-agra-cantt?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Main Market, Sadar Bazaar, Agra Cantt, Agra",Agra,34,Agra Cantt,27.1605689,78.0115831,282001,1,"Agra Cantt, Agra","North Indian, Mughlai, Rolls, Chinese, Fast Food, Street Food","12:30PM to 12Midnight (Mon, Wed, Thu, Fri, Sat, Sun), 1PM to 12Midnight (Tue)",600,2,Rs.,"['Delivery', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating']",4.4,Very Good,1203,161,0,-1,-1
3401013,Bhagat Halwai,['Quick Bites'],https://www.zomato.com/agra/bhagat-halwai-2-shahganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"62/1, Near Easy Day, West Shivaji Nagar, Goalpura, Shahganj",Agra,34,Shahganj,27.18293767,77.97968365,282010,1,"Shahganj, Agra","Fast Food, Mithai",9:30 AM to 11 PM,300,1,Rs.,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Breakfast', 'Lunch', 'Cash', 'Delivery', 'Outdoor Seating', 'Air Conditioned', 'Self Service', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Desserts and Bakes']",4.2,Very Good,801,107,0,1,-1
3400290,Bhagat Halwai,['Quick Bites'],https://www.zomato.com/agra/bhagat-halwai-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Anjana Cinema, Nehru Nagar, Civil Lines, Agra",Agra,34,Civil Lines,27.20566794,78.00479852,282002,1,"Civil Lines, Agra","Desserts, Bakery, Fast Food, South Indian",8am – 11pm (Mon-Sun),300,1,Rs.,"['Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Smoking Area', 'Dance Floor', 'Pure Veg', 'Indoor Seating', 'Air Conditioned']",4.3,Very Good,693,157,0,1,-1
3401744,The Salt Cafe Kitchen & Bar,['Casual Dining'],https://www.zomato.com/agra/the-salt-cafe-kitchen-bar-tajganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1C,3rd Floor, Fatehabad Road, Tajganj, Agra",Agra,34,Tajganj,27.1577095,78.0524211,,1,"Tajganj, Agra","North Indian, Continental, Italian",11:30 AM to 11:30 PM,1000,3,Rs.,"['Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Dinner', 'Debit Card', 'Wine', 'Live Music', 'Rooftop', 'Digital Payments Accepted', 'Air Conditioned', 'Smoking Area', 'Dance Floor', 'Live Sports Screening', 'Fullbar', 'Outdoor Seating', 'Beer', 'Indoor Seating', 'Serves Cocktails', 'Table booking recommended', 'Available for Functions', 'Resto Bar', 'Hookah', 'Wifi', 'DJ', 'Live Entertainment', 'City View']",4.9,Excellent,470,291,0,1,-1
3400275,Domino's Pizza,['Quick Bites'],https://www.zomato.com/agra/dominos-pizza-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"114/23 G, Deep Shikha Complex, Sanjay Place, Civil Lines, Agra",Agra,34,Civil Lines,27.20151564,78.00755583,,1,"Civil Lines, Agra","Pizza, Fast Food",10:57 AM to 11 PM,400,2,Rs.,"['Credit Card', 'Lunch', 'Delivery', 'Dinner', 'Debit Card', 'Takeaway Available', 'No Alcohol Available', 'Cash', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned', 'Free Parking']",4,Very Good,707,62,0,-1,-1
3400296,Honeydew Restaurant,['Quick Bites'],https://www.zomato.com/agra/honeydew-restaurant-dayal-bagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Soami Bagh Temple, Dayal Bagh, Agra",Agra,34,Dayal Bagh,27.22217513,78.01017366,282005,1,"Dayal Bagh, Agra","North Indian, Fast Food, Chinese, South Indian","11am – 10:35pm (Mon, Tue, Wed, Fri, Sat), 11am – 10:30pm (Thu),11am – 10:45pm (Sun)",500,2,Rs.,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Table booking recommended']",4.2,Very Good,647,46,0,1,-1
3400368,Domino's Pizza,['Quick Bites'],https://www.zomato.com/agra/dominos-pizza-sikandra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Plot C-1/6, Sector 13, Sikandra, Agra",Agra,34,Sikandra,27.20393,77.95426,,1,"Sikandra, Agra","Pizza, Fast Food",10:57 AM to 11 PM,400,2,Rs.,"['Lunch', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned']",3.8,Good,617,18,0,-1,-1
3401284,Cake House,['Bakery'],https://www.zomato.com/agra/cake-house-2-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"23/301, Wazirpura Rd, Judge Compound Chowraha, Wazirpura, Civil Lines, Agra",Agra,34,Civil Lines,27.2041478,78.0090248,,1,"Civil Lines, Agra","Bakery, Fast Food",9 AM to 9 PM,500,2,Rs.,"['Takeaway Available', 'Cash', 'Indoor Seating', 'Desserts and Bakes']",3.4,Average,322,14,0,1,-1
3400838,Sugar N Thyme,['Café'],https://www.zomato.com/agra/sugar-n-thyme-tajganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1374 K/1375 K, Ground floor, Dinesh Nagar, Fatehabad Road, Tajganj, Agra",Agra,34,Tajganj,27.15824318,78.04559089,282001,1,"Tajganj, Agra","Cafe, Chinese, Continental, Italian, Bakery, Desserts","12midnight – 1am, 11:30am – 12midnight (Mon-Sun)",1000,3,Rs.,"['No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Table booking recommended', 'Air Conditioned', 'Desserts and Bakes', 'Indoor Seating', 'Free Wifi', 'Digital Payments Accepted']",4.4,Very Good,289,324,0,1,-1
3400868,Hichkee,['Casual Dining'],https://www.zomato.com/agra/hichkee-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"6/27/1A, Hotel Alleviate, Yamuna Kinara Road, Belanganj, Civil Lines, Agra",Agra,34,Civil Lines,27.1900415,78.024693,282002,1,"Civil Lines, Agra","Continental, North Indian, Chinese",4pm – 1am (Mon-Sun),1200,3,Rs.,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'Fullbar', 'Beer', 'Rooftop', 'Table booking recommended', 'Wine', 'Indoor Seating']",4.4,Very Good,683,229,0,1,-1
3401309,Pari Family Restaurant,['Quick Bites'],https://www.zomato.com/agra/pari-family-restaurant-sikandra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 8, Shree Ram Complex, M.K.Puram, Paschimpuri, Shastripuram, Sulabh Puram Colony, Sikandra, Agra",Agra,34,Sikandra,27.201999,77.9462717,,1,"Sikandra, Agra","North Indian, Fast Food, South Indian",11am – 11pm (Mon-Sun),400,2,Rs.,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",3.8,Good,284,12,0,1,-1
3400015,KFC,['Quick Bites'],https://www.zomato.com/agra/kfc-tajganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2022, Basai Mustquil, Near TDI Mall, Fatehabad Road, Tajganj, Agra",Agra,34,Tajganj,27.15751261,78.05060729,,1,"Tajganj, Agra","Burger, Fast Food",11 AM to 11 PM,450,2,Rs.,"['No Alcohol Available', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Sodexo', 'Free Parking', 'Indoor Seating', 'Air Conditioned']",4,Very Good,286,48,0,1,-1
3400025,Jahanpanah,['Casual Dining'],https://www.zomato.com/agra/jahanpanah-agra-cantt?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"E 23, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra,34,Agra Cantt,27.16166111,78.01154444,,1,"Agra Cantt, Agra","North Indian, Mughlai, Rolls","12:40pm – 11:45pm (Mon, Wed, Thu, Fri, Sat, Sun), 5:45pm – 11:45pm (Tue)",850,3,Rs.,"['Dinner', 'Cash', 'Delivery', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Air Conditioned', 'Wifi']",3.8,Good,288,266,0,1,-1
3400908,What The Food,['Quick Bites'],https://www.zomato.com/agra/what-the-food-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Axis Imaging Centre, Near Hanuman Mandir, Khandari Road, Surya Nagar, Civil Lines, Agra",Agra,34,Civil Lines,27.205886,77.998236,,1,"Civil Lines, Agra",Fast Food,5 PM to 11 PM,400,2,Rs.,"['Cash', 'Takeaway Available', 'Dinner', 'No Alcohol Available', 'Indoor Seating']",3.9,Good,283,9,0,1,-1
2400009,Sagar Ratna,['Casual Dining'],https://www.zomato.com/Ajmer/sagar-ratna-tagore-town?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3/3, Hashimpur Road, Balson Crossing, Near Anand Bhawan, Tagore Town, Ajmer",Ajmer,24,Tagore Town,25.45726546,81.86003175,,1,"Tagore Town, Ajmer","South Indian, North Indian, Chinese, Continental",10 AM to 10:30 PM (Mon-Sun),600,3,Rs.,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Table booking not available', 'Pure Veg']",4.5,Excellent,758,102,0,1,-1
2400349,Pizza Hut,['Casual Dining'],https://www.zomato.com/Ajmer/pizza-hut-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"31/31, Sardar Patel Marg, Civil Lines, Ajmer",Ajmer,24,Civil Lines,25.45586536,81.83540203,,1,"Civil Lines, Ajmer","Pizza, Fast Food, Italian",11 AM to 11 PM (Mon-Sun),700,3,Rs.,"['No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Sodexo', 'Axis Bank - Dining Delights', 'Indoor Seating', 'Air Conditioned']",4.1,Very Good,748,112,0,1,-1
2400358,Domino's Pizza,['Quick Bites'],https://www.zomato.com/Ajmer/dominos-pizza-1-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3/31, Sardar Patel Marg, Civil Lines, Ajmer",Ajmer,24,Civil Lines,25.45461,81.83551,,1,"Civil Lines, Ajmer","Pizza, Fast Food",10:57 AM to 11 PM,400,2,Rs.,"['Dinner', 'Cash', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Lunch', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Wifi']",3.9,Good,699,73,0,-1,-1
2400390,Haldiram Bhujiawala,['Casual Dining'],https://www.zomato.com/Ajmer/haldiram-bhujiawala-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"25, Tashkant Marg, Civil Lines, Ajmer",Ajmer,24,Civil Lines,25.45561167,81.83420274,211001,1,"Civil Lines, Ajmer","North Indian, Fast Food, Street Food, South Indian, Chinese",8 AM to 11 PM (Mon-Sun),700,3,Rs.,"['Delivery', 'Dinner', 'Cash', 'Breakfast', 'Lunch', 'Credit Card', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Pure Veg', 'Air Conditioned']",4.2,Very Good,429,107,0,1,-1
2400356,Domino's Pizza,['Quick Bites'],https://www.zomato.com/Ajmer/dominos-pizza-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Vinayak City Centre, Sardar Patel Marg, Civil Lines, Ajmer",Ajmer,24,Civil Lines,25.45463565,81.83454217,,1,"Civil Lines, Ajmer","Pizza, Fast Food",10:57 AM to 11 PM,400,2,Rs.,"['Lunch', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Wifi']",3.9,Good,594,88,0,-1,-1
18889008,EDEN by Connoisseur,['Casual Dining'],https://www.zomato.com/Ajmer/eden-by-connoisseur-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel Samrat, Civil Lines, Ajmer",Ajmer,24,Civil Lines,25.449868,81.833621,211001,1,"Civil Lines, Ajmer","North Indian, Chinese, Continental",12noon – 11pm (Mon-Sun),1000,4,Rs.,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Rooftop', 'Table booking recommended', 'Indoor Seating', 'Free Wifi']",4.6,Excellent,163,211,0,-1,-1
2400565,Old School Cafe,['Café'],https://www.zomato.com/Ajmer/old-school-cafe-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"33/2/A, Stretchy Road, Civil Lines, Ajmer",Ajmer,24,Civil Lines,25.45465778,81.83362138,,1,"Civil Lines, Ajmer","Cafe, North Indian, Continental, Chinese, Thai, Burger",11 AM to 11 PM,1000,4,Rs.,"['Lunch', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Debit Card', 'Free Parking', 'City View', 'Outdoor Seating', 'Rooftop', 'Free Wifi', 'Air Conditioned', 'Kid Friendly', 'Private Dining Area Available', 'Wifi', 'Brunch', 'Desserts and Bakes', 'Live Sports Screening', 'Valet Parking Available', 'Indoor Seating', 'Available for Functions', 'Catering Available', 'Smoking Area']",4.4,Very Good,410,274,0,1,-1
2400193,Mr. Dewsis,['Casual Dining'],https://www.zomato.com/Ajmer/mr-dewsis-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Serial 2, Tashkand Marg, Civil Lines, Ajmer",Ajmer,24,Civil Lines,25.45550537,81.83379364,,1,"Civil Lines, Ajmer","North Indian, Chinese, Pizza, Sandwich, Beverages",8am – 11pm (Mon-Sun),500,3,Rs.,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Axis Bank - Dining Delights', 'Wifi', 'Indoor Seating', 'Air Conditioned']",4.1,Very Good,576,42,0,1,-1
2400269,Hot n Cool,['Quick Bites'],https://www.zomato.com/Ajmer/hot-n-cool-colonel-ganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"194, Opposite Anand Bhawan, Colonel Ganj, Ajmer",Ajmer,24,Colonel Ganj,25.45997086,81.85936991,,1,"Colonel Ganj, Ajmer","Rolls, Fast Food, Pizza, Burger, Sandwich, Wraps, Beverages","11:30am – 10pm (Mon, Wed, Thu, Fri, Sat, Sun), 11:29am – 10pm (Tue)",450,2,Rs.,"['Dinner', 'Cash', 'Debit Card', 'Lunch', 'Delivery', 'Indoor Seating', 'Air Conditioned']",4.1,Very Good,418,55,0,1,-1
2400403,Pind Balluchi,['Casual Dining'],https://www.zomato.com/Ajmer/pind-balluchi-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"48/8 Stratchy Road, Civil Lines, Ajmer",Ajmer,24,Civil Lines,25.45236276,81.8328137,211002,1,"Civil Lines, Ajmer","North Indian, Mughlai",12noon – 10:45pm (Mon-Sun),1000,4,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned']",4.3,Very Good,368,175,0,1,-1
2400018,El Chico Restaurant,['Casual Dining'],https://www.zomato.com/Ajmer/el-chico-restaurant-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"142A, 32, Mahatma Gandhi, Civil Lines, Ajmer",Ajmer,24,Civil Lines,25.45053877,81.83362775,,1,"Civil Lines, Ajmer","Continental, North Indian, Chinese",9am – 10pm (Mon-Sun),800,3,Rs.,"['Cash', 'Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Air Conditioned', 'Indoor Seating']",4.5,Excellent,540,235,0,1,-1
2400739,Barbeque Nation,['Casual Dining'],https://www.zomato.com/Ajmer/barbeque-nation-2-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Fifth Floor, P Square Mall, MG Road, Civil Lines, Ajmer",Ajmer,24,Civil Lines,25.449453,81.839536,,1,"Civil Lines, Ajmer","North Indian, Mediterranean","12 Noon to 3:30 PM, 6:30 PM to 11:30 PM",1200,4,Rs.,"['Credit Card', 'Debit Card', 'Delivery', 'Lunch', 'Dinner', 'Cash', 'No Alcohol Available', 'Air Conditioned', 'Indoor Seating', 'Buffet', 'Table booking recommended']",4.7,Excellent,339,312,0,-1,-1
2400020,Aryan Family's Delight,['Casual Dining'],https://www.zomato.com/Ajmer/aryan-familys-delight-civil-lines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Vinayak City Centre, Sardar Patel Marg, Civil Lines, Ajmer",Ajmer,24,Civil Lines,25.45453699,81.83488503,211001,1,"Civil Lines, Ajmer","North Indian, South Indian, Fast Food",11 AM to 12 Midnight (Mon-Sun),500,3,Rs.,"['Cash', 'Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Takeaway Available', 'Air Conditioned', 'Indoor Seating']",4.3,Very Good,368,113,0,1,-1
2201625,Brothers Dhaba,['Quick Bites'],https://www.zomato.com/amritsar/brothers-dhaba-amritsar-cantonment?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Lic Building, Khandwala Chheharta, Amritsar Cantonment, Amritsar",Amritsar,22,Amritsar Cantonment,31.63014637,74.81622767,,1,"Amritsar Cantonment, Amritsar","North Indian, Chinese, Fast Food, Beverages, Desserts",Mon-Sun (9 AM to 11 PM),300,1,Rs.,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating']",4.1,Very Good,190,18,0,1,-1
2200024,Subway,['Quick Bites'],https://www.zomato.com/amritsar/subway-town-hall?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Golden Temple, Town Hall, Amritsar",Amritsar,22,Town Hall,31.62159212,74.87939704,143001,1,"Town Hall, Amritsar","Fast Food, Healthy Food, Sandwich, Salad",8 AM to 11 PM,500,2,Rs.,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",3.9,Good,194,51,0,1,-1
2201052,Aamantran,['Casual Dining'],https://www.zomato.com/amritsar/aamantran-basant-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"149, Majitha Road, Opposite Canara Bank, Basant Nagar, Amritsar",Amritsar,22,Basant Nagar,31.65158133,74.88716541,143001,1,"Basant Nagar, Amritsar",North Indian,"12 Noon to 5 PM, 7 PM to 10:45 PM",300,1,Rs.,"['Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Delivery', 'Indoor Seating', 'Air Conditioned', 'Self Service', 'Pure Veg', 'Buffet']",3.9,Good,177,24,0,1,-1
2200332,Pizza Hut,['Casual Dining'],https://www.zomato.com/amritsar/pizza-hut-white-avenue?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Food Court, Trillium Mall, White Avenue, Amritsar",Amritsar,22,"Trillium Mall, White Avenue",31.65860236,74.87934474,,1,"Trillium Mall, White Avenue, Amritsar","Pizza, Fast Food, Italian",11 AM to 11 PM (Mon-Sun),700,2,Rs.,"['Lunch', 'Cash', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Mall Parking', 'Delivery', 'Debit Card', 'Indoor Seating', 'Air Conditioned']",3.6,Good,194,22,0,1,-1
2200914,Pizza Italia,['Quick Bites'],https://www.zomato.com/amritsar/pizza-italia-1-ranjit-avenue?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"C- Block Market, Ranjit Avenue, Amritsar",Amritsar,22,Ranjit Avenue,31.65654244,74.86448094,,1,"Ranjit Avenue, Amritsar",Italian,11 AM to 11 PM,500,2,Rs.,"['Delivery', 'No Alcohol Available', 'Debit Card', 'Lunch', 'Takeaway Available', 'Cash', 'Dinner', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",4.1,Very Good,206,96,0,-1,-1
2201110,New Wah ji Wah Champ,['Quick Bites'],https://www.zomato.com/amritsar/new-wah-ji-wah-champ-lawrence-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Nayyar Hospital, Lawrence Road, Amritsar",Amritsar,22,Lawrence Road,31.65162446,74.87893537,,1,"Lawrence Road, Amritsar","Fast Food, Momos, North Indian",11 AM to 11 PM,300,1,Rs.,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Outdoor Seating']",3.8,Good,188,8,0,-1,-1
2200920,New Rajasthan Chat Bhandar,['Quick Bites'],https://www.zomato.com/amritsar/new-rajasthan-chat-bhandar-lawrence-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Main Market, Lawrence Road, Amritsar",Amritsar,22,Lawrence Road,31.64599267,74.8778826,,1,"Lawrence Road, Amritsar",North Indian,11 AM to 9:45 PM,200,1,Rs.,"['No Alcohol Available', 'Cash', 'Lunch', 'Takeaway Available', 'Dinner', 'Indoor Seating']",4.3,Very Good,165,2,0,1,-1
2201107,Annpurna Kulcha,['Quick Bites'],https://www.zomato.com/amritsar/annpurna-kulcha-lawrence-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 7, Nehru Shopping Complex, Lawrence Road, Amritsar",Amritsar,22,Lawrence Road,31.64239,74.87649087,,1,"Lawrence Road, Amritsar",Street Food,9 AM to 9 PM,100,1,Rs.,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",3.6,Good,174,3,0,1,-1
2200911,Lovely Dhaba,['Quick Bites'],https://www.zomato.com/amritsar/lovely-dhaba-ranjit-avenue?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"C, Block Market, Ranjit Avenue, Amritsar",Amritsar,22,Ranjit Avenue,31.65631641,74.86461539,,1,"Ranjit Avenue, Amritsar","Chinese, North Indian, Rolls, Beverages",11 AM to 11 PM,500,2,Rs.,"['Delivery', 'No Alcohol Available', 'Cash', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned', 'Pure Veg']",4,Very Good,156,26,0,-1,-1
2200372,Monu Kulcha Hut,['Quick Bites'],https://www.zomato.com/amritsar/monu-kulcha-hut-ranjit-avenue?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Love Dale School, NRI Colony, Loharka Road, Ranjit Avenue, Amritsar",Amritsar,22,Ranjit Avenue,31.67258112,74.86328803,,1,"Ranjit Avenue, Amritsar",Street Food,9 AM to 4 PM (Mon-Sun),300,1,Rs.,"['Breakfast', 'Cash', 'No Alcohol Available', 'Lunch', 'Takeaway Available', 'Indoor Seating']",4.2,Very Good,182,48,0,1,-1
2200282,Neenoo's Bar-B-Que Fish-N-Chips,['Casual Dining'],https://www.zomato.com/amritsar/neenoos-bar-b-que-fish-n-chips-white-avenue?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Albert Road, White Avenue, Amritsar",Amritsar,22,White Avenue,31.64182778,74.866875,,1,"White Avenue, Amritsar",Finger Food,12:30 PM to 11 PM (Mon-Sun),800,3,Rs.,"['Dinner', 'Cash', 'Lunch', 'Indoor Seating', 'Air Conditioned']",4.3,Very Good,185,3,0,1,-1
18165774,The Chocolate Heaven,['Dessert Parlour'],https://www.zomato.com/bangalore/the-chocolate-heaven-kalyan-nagar-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"420, V P Plaza, 4th Cross, 2nd Block, Kalyan Nagar, Bangalore",Bangalore,4,Kalyan Nagar,13.02206081,77.63835311,560043,1,"Kalyan Nagar, Bangalore","Desserts, Cafe, Italian, Beverages",9:30 AM to 11:45 PM,700,2,Rs.,"['Cash', 'Delivery', 'Dinner', 'Takeaway Available', 'Lunch', 'Debit Card', 'Breakfast', 'Credit Card', 'No Alcohol Available', 'Air Conditioned', 'Wifi', 'Table booking recommended', 'Outdoor Seating', 'Indoor Seating', 'Desserts and Bakes', 'Axis Bank - Dining Delights']",4.1,Very Good,447,728,0,1,-1
60803,Mudpipe Cafe,['Café'],https://www.zomato.com/bangalore/mudpipe-cafe-btm?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1, KDP Building, 4th Floor, Near Forum Mall, Above Nexa showroom. Hosur main Road, opposite Acropolis apartment,BTM, Bangalore",Bangalore,4,BTM,12.93435507,77.60948986,560027,1,"BTM, Bangalore","Cafe, Continental, Burger","12midnight – 12:30am, 11am – 12midnight (Mon-Thu),12midnight – 1am, 11am – 12midnight (Fri-Sun)",900,2,Rs.,"['Dinner', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Live Sports Screening', 'Indoor Seating', 'Digital Payments Accepted', 'Pet Friendly', 'Wifi', 'Pure Veg', 'Live Music', 'Table booking recommended', 'Smoking Area']",4.5,Excellent,1943,977,0,1,-1
18811668,Stories - The Brew Chapter,['Bar'],https://www.zomato.com/bangalore/stories-the-brew-chapter-btm-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"348/1/2, Survey 62, 29th Main, 2nd Stage, Lake Road, BTM, Bangalore",Bangalore,4,BTM,12.905777,77.608377,,1,"BTM, Bangalore","Bar Food, Continental, Chinese, Italian",12 Noon to 1 AM,2000,4,Rs.,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Debit Card', 'DJ', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Rooftop', 'Sneakpeek', 'Live Entertainment', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Digital Payments Accepted', 'Smoking Area']",4.8,Excellent,670,661,0,-1,-1
57833,Big Pitcher,['Pub'],https://www.zomato.com/bangalore/big-pitcher-airport-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4121, LR Arcade, Old Airport Road, Bangalore",Bangalore,4,Old Airport Road,12.96013844,77.64692377,560008,1,"Old Airport Road, Bangalore","American, Continental, North Indian, Mediterranean",11am – 1am (Mon-Sun),1800,3,Rs.,"['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Live Sports Screening', 'Valet Parking Available', 'Fullbar', 'Live Music', 'Table reservation required', 'Air Conditioned', 'Smoking Area', 'Buffet', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Rooftop', 'Digital Payments Accepted', 'Wifi']",4.8,Excellent,10652,6179,0,-1,-1
